;kW
2015-05-21 16:30;340
2015-05-21 17:00;292
2015-05-21 17:30;257
2015-05-21 18:00;241
2015-05-21 18:30;220
2015-05-21 19:00;200
2015-05-21 19:30;193
2015-05-21 20:00;187
2015-05-21 20:30;174
2015-05-21 21:00;174
2015-05-21 21:30;164
2015-05-21 22:00;161
2015-05-21 22:30;158
2015-05-21 23:00;161
2015-05-21 23:30;162
2015-05-22 00:00;162
2015-05-22 00:30;159
2015-05-22 01:00;161
2015-05-22 01:30;157
2015-05-22 02:00;156
2015-05-22 02:30;160
2015-05-22 03:00;162
2015-05-22 03:30;160
2015-05-22 04:00;156
2015-05-22 04:30;159
2015-05-22 05:00;155
2015-05-22 05:30;159
2015-05-22 06:00;165
2015-05-22 06:30;198
2015-05-22 07:00;234
2015-05-22 07:30;287
2015-05-22 08:00;346
2015-05-22 08:30;367
2015-05-22 09:00;404
2015-05-22 09:30;427
2015-05-22 10:00;411
2015-05-22 10:30;416
2015-05-22 11:00;413
2015-05-22 11:30;437
2015-05-22 12:00;425
2015-05-22 12:30;454
2015-05-22 13:00;455
2015-05-22 13:30;431
2015-05-22 14:00;424
2015-05-22 14:30;426
2015-05-22 15:00;421
2015-05-22 15:30;410
2015-05-22 16:00;382
2015-05-22 16:30;342
2015-05-22 17:00;291
2015-05-22 17:30;274
2015-05-22 18:00;257
2015-05-22 18:30;237
2015-05-22 19:00;244
2015-05-22 19:30;242
2015-05-22 20:00;244
2015-05-22 20:30;233
2015-05-22 21:00;219
2015-05-22 21:30;202
2015-05-22 22:00;190
2015-05-22 22:30;195
2015-05-22 23:00;198
2015-05-22 23:30;176
2015-05-23 00:00;168
2015-05-23 00:30;169
2015-05-23 01:00;170
2015-05-23 01:30;160
2015-05-23 02:00;164
2015-05-23 02:30;162
2015-05-23 03:00;169
2015-05-23 03:30;173
2015-05-23 04:00;163
2015-05-23 04:30;158
2015-05-23 05:00;158
2015-05-23 05:30;161
2015-05-23 06:00;165
2015-05-23 06:30;162
2015-05-23 07:00;147
2015-05-23 07:30;145
2015-05-23 08:00;149
2015-05-23 08:30;166
2015-05-23 09:00;178
2015-05-23 09:30;180
2015-05-23 10:00;185
2015-05-23 10:30;181
2015-05-23 11:00;188
2015-05-23 11:30;178
2015-05-23 12:00;177
2015-05-23 12:30;182
2015-05-23 13:00;189
2015-05-23 13:30;190
2015-05-23 14:00;191
2015-05-23 14:30;174
2015-05-23 15:00;173
2015-05-23 15:30;176
2015-05-23 16:00;168
2015-05-23 16:30;164
2015-05-23 17:00;158
2015-05-23 17:30;151
2015-05-23 18:00;158
2015-05-23 18:30;155
2015-05-23 19:00;147
2015-05-23 19:30;147
2015-05-23 20:00;154
2015-05-23 20:30;156
2015-05-23 21:00;152
2015-05-23 21:30;143
2015-05-23 22:00;148
2015-05-23 22:30;145
2015-05-23 23:00;138
2015-05-23 23:30;140
2015-05-24 00:00;142
2015-05-24 00:30;143
2015-05-24 01:00;144
2015-05-24 01:30;140
2015-05-24 02:00;145
2015-05-24 02:30;144
2015-05-24 03:00;150
2015-05-24 03:30;146
2015-05-24 04:00;137
2015-05-24 04:30;145
2015-05-24 05:00;148
2015-05-24 05:30;143
2015-05-24 06:00;140
2015-05-24 06:30;137
2015-05-24 07:00;120
2015-05-24 07:30;117
2015-05-24 08:00;115
2015-05-24 08:30;130
2015-05-24 09:00;130
2015-05-24 09:30;130
2015-05-24 10:00;128
2015-05-24 10:30;127
2015-05-24 11:00;131
2015-05-24 11:30;133
2015-05-24 12:00;132
2015-05-24 12:30;136
2015-05-24 13:00;142
2015-05-24 13:30;152
2015-05-24 14:00;146
2015-05-24 14:30;144
2015-05-24 15:00;145
2015-05-24 15:30;145
2015-05-24 16:00;139
2015-05-24 16:30;143
2015-05-24 17:00;137
2015-05-24 17:30;136
2015-05-24 18:00;148
2015-05-24 18:30;150
2015-05-24 19:00;146
2015-05-24 19:30;150
2015-05-24 20:00;144
2015-05-24 20:30;154
2015-05-24 21:00;152
2015-05-24 21:30;153
2015-05-24 22:00;142
2015-05-24 22:30;141
2015-05-24 23:00;141
2015-05-24 23:30;141
2015-05-25 00:00;143
2015-05-25 00:30;139
2015-05-25 01:00;136
2015-05-25 01:30;145
2015-05-25 02:00;143
2015-05-25 02:30;140
2015-05-25 03:00;144
2015-05-25 03:30;144
2015-05-25 04:00;140
2015-05-25 04:30;150
2015-05-25 05:00;140
2015-05-25 05:30;152
2015-05-25 06:00;158
2015-05-25 06:30;191
2015-05-25 07:00;230
2015-05-25 07:30;297
2015-05-25 08:00;353
2015-05-25 08:30;367
2015-05-25 09:00;403
2015-05-25 09:30;414
2015-05-25 10:00;436
2015-05-25 10:30;425
2015-05-25 11:00;421
2015-05-25 11:30;417
2015-05-25 12:00;427
2015-05-25 12:30;452
2015-05-25 13:00;443
2015-05-25 13:30;434
2015-05-25 14:00;440
2015-05-25 14:30;428
2015-05-25 15:00;427
2015-05-25 15:30;381
2015-05-25 16:00;349
2015-05-25 16:30;324
2015-05-25 17:00;286
2015-05-25 17:30;259
2015-05-25 18:00;234
2015-05-25 18:30;198
2015-05-25 19:00;179
2015-05-25 19:30;181
2015-05-25 20:00;173
2015-05-25 20:30;171
2015-05-25 21:00;178
2015-05-25 21:30;179
2015-05-25 22:00;171
2015-05-25 22:30;172
2015-05-25 23:00;176
2015-05-25 23:30;174
2015-05-26 00:00;162
2015-05-26 00:30;164
2015-05-26 01:00;165
2015-05-26 01:30;165
2015-05-26 02:00;167
2015-05-26 02:30;170
2015-05-26 03:00;169
2015-05-26 03:30;162
2015-05-26 04:00;154
2015-05-26 04:30;154
2015-05-26 05:00;157
2015-05-26 05:30;166
2015-05-26 06:00;170
2015-05-26 06:30;217
2015-05-26 07:00;276
2015-05-26 07:30;329
2015-05-26 08:00;396
2015-05-26 08:30;419
2015-05-26 09:00;438
2015-05-26 09:30;440
2015-05-26 10:00;443
2015-05-26 10:30;447
2015-05-26 11:00;445
2015-05-26 11:30;451
2015-05-26 12:00;473
2015-05-26 12:30;491
2015-05-26 13:00;477
2015-05-26 13:30;469
2015-05-26 14:00;456
2015-05-26 14:30;440
2015-05-26 15:00;422
2015-05-26 15:30;393
2015-05-26 16:00;364
2015-05-26 16:30;317
2015-05-26 17:00;286
2015-05-26 17:30;251
2015-05-26 18:00;233
2015-05-26 18:30;210
2015-05-26 19:00;195
2015-05-26 19:30;189
2015-05-26 20:00;181
2015-05-26 20:30;174
2015-05-26 21:00;185
2015-05-26 21:30;173
2015-05-26 22:00;170
2015-05-26 22:30;172
2015-05-26 23:00;175
2015-05-26 23:30;172
2015-05-27 00:00;170
2015-05-27 00:30;171
2015-05-27 01:00;178
2015-05-27 01:30;176
2015-05-27 02:00;170
2015-05-27 02:30;172
2015-05-27 03:00;169
2015-05-27 03:30;167
2015-05-27 04:00;161
2015-05-27 04:30;165
2015-05-27 05:00;166
2015-05-27 05:30;167
2015-05-27 06:00;170
2015-05-27 06:30;221
2015-05-27 07:00;268
2015-05-27 07:30;312
2015-05-27 08:00;374
2015-05-27 08:30;391
2015-05-27 09:00;395
2015-05-27 09:30;398
2015-05-27 10:00;406
2015-05-27 10:30;410
2015-05-27 11:00;424
2015-05-27 11:30;435
2015-05-27 12:00;441
2015-05-27 12:30;461
2015-05-27 13:00;467
2015-05-27 13:30;451
2015-05-27 14:00;458
2015-05-27 14:30;451
2015-05-27 15:00;437
2015-05-27 15:30;417
2015-05-27 16:00;383
2015-05-27 16:30;365
2015-05-27 17:00;316
2015-05-27 17:30;265
2015-05-27 18:00;225
2015-05-27 18:30;200
2015-05-27 19:00;190
2015-05-27 19:30;187
2015-05-27 20:00;179
2015-05-27 20:30;173
2015-05-27 21:00;167
2015-05-27 21:30;163
2015-05-27 22:00;166
2015-05-27 22:30;165
2015-05-27 23:00;166
2015-05-27 23:30;164
2015-05-28 00:00;162
2015-05-28 00:30;158
2015-05-28 01:00;166
2015-05-28 01:30;160
2015-05-28 02:00;169
2015-05-28 02:30;158
2015-05-28 03:00;161
2015-05-28 03:30;160
2015-05-28 04:00;154
2015-05-28 04:30;153
2015-05-28 05:00;156
2015-05-28 05:30;158
2015-05-28 06:00;171
2015-05-28 06:30;214
2015-05-28 07:00;271
2015-05-28 07:30;310
2015-05-28 08:00;354
2015-05-28 08:30;388
2015-05-28 09:00;403
2015-05-28 09:30;393
2015-05-28 10:00;394
2015-05-28 10:30;410
2015-05-28 11:00;413
2015-05-28 11:30;403
2015-05-28 12:00;418
2015-05-28 12:30;429
2015-05-28 13:00;440
2015-05-28 13:30;422
2015-05-28 14:00;417
2015-05-28 14:30;405
2015-05-28 15:00;388
2015-05-28 15:30;392
2015-05-28 16:00;352
2015-05-28 16:30;313
2015-05-28 17:00;265
2015-05-28 17:30;234
2015-05-28 18:00;217
2015-05-28 18:30;196
2015-05-28 19:00;178
2015-05-28 19:30;186
2015-05-28 20:00;182
2015-05-28 20:30;167
2015-05-28 21:00;171
2015-05-28 21:30;166
2015-05-28 22:00;163
2015-05-28 22:30;168
2015-05-28 23:00;160
2015-05-28 23:30;163
2015-05-29 00:00;161
2015-05-29 00:30;156
2015-05-29 01:00;164
2015-05-29 01:30;159
2015-05-29 02:00;158
2015-05-29 02:30;153
2015-05-29 03:00;159
2015-05-29 03:30;162
2015-05-29 04:00;154
2015-05-29 04:30;149
2015-05-29 05:00;159
2015-05-29 05:30;158
2015-05-29 06:00;170
2015-05-29 06:30;228
2015-05-29 07:00;246
2015-05-29 07:30;290
2015-05-29 08:00;325
2015-05-29 08:30;366
2015-05-29 09:00;378
2015-05-29 09:30;391
2015-05-29 10:00;394
2015-05-29 10:30;400
2015-05-29 11:00;416
2015-05-29 11:30;440
2015-05-29 12:00;453
2015-05-29 12:30;449
2015-05-29 13:00;445
2015-05-29 13:30;413
2015-05-29 14:00;395
2015-05-29 14:30;395
2015-05-29 15:00;398
2015-05-29 15:30;395
2015-05-29 16:00;359
2015-05-29 16:30;321
2015-05-29 17:00;275
2015-05-29 17:30;238
2015-05-29 18:00;222
2015-05-29 18:30;189
2015-05-29 19:00;181
2015-05-29 19:30;185
2015-05-29 20:00;190
2015-05-29 20:30;185
2015-05-29 21:00;188
2015-05-29 21:30;183
2015-05-29 22:00;173
2015-05-29 22:30;170
2015-05-29 23:00;168
2015-05-29 23:30;170
2015-05-30 00:00;169
2015-05-30 00:30;174
2015-05-30 01:00;168
2015-05-30 01:30;167
2015-05-30 02:00;174
2015-05-30 02:30;169
2015-05-30 03:00;175
2015-05-30 03:30;174
2015-05-30 04:00;169
2015-05-30 04:30;171
2015-05-30 05:00;169
2015-05-30 05:30;167
2015-05-30 06:00;165
2015-05-30 06:30;167
2015-05-30 07:00;148
2015-05-30 07:30;151
2015-05-30 08:00;152
2015-05-30 08:30;155
2015-05-30 09:00;156
2015-05-30 09:30;158
2015-05-30 10:00;155
2015-05-30 10:30;152
2015-05-30 11:00;167
2015-05-30 11:30;177
2015-05-30 12:00;184
2015-05-30 12:30;178
2015-05-30 13:00;176
2015-05-30 13:30;171
2015-05-30 14:00;166
2015-05-30 14:30;169
2015-05-30 15:00;174
2015-05-30 15:30;172
2015-05-30 16:00;173
2015-05-30 16:30;164
2015-05-30 17:00;161
2015-05-30 17:30;163
2015-05-30 18:00;165
2015-05-30 18:30;167
2015-05-30 19:00;168
2015-05-30 19:30;168
2015-05-30 20:00;170
2015-05-30 20:30;175
2015-05-30 21:00;171
2015-05-30 21:30;164
2015-05-30 22:00;164
2015-05-30 22:30;164
2015-05-30 23:00;155
2015-05-30 23:30;156
2015-05-31 00:00;158
2015-05-31 00:30;158
2015-05-31 01:00;165
2015-05-31 01:30;160
2015-05-31 02:00;165
2015-05-31 02:30;163
2015-05-31 03:00;161
2015-05-31 03:30;161
2015-05-31 04:00;159
2015-05-31 04:30;167
2015-05-31 05:00;161
2015-05-31 05:30;158
2015-05-31 06:00;158
2015-05-31 06:30;157
2015-05-31 07:00;146
2015-05-31 07:30;137
2015-05-31 08:00;138
2015-05-31 08:30;144
2015-05-31 09:00;148
2015-05-31 09:30;147
2015-05-31 10:00;149
2015-05-31 10:30;145
2015-05-31 11:00;149
2015-05-31 11:30;159
2015-05-31 12:00;156
2015-05-31 12:30;164
2015-05-31 13:00;167
2015-05-31 13:30;168
2015-05-31 14:00;159
2015-05-31 14:30;172
2015-05-31 15:00;167
2015-05-31 15:30;160
2015-05-31 16:00;153
2015-05-31 16:30;157
2015-05-31 17:00;156
2015-05-31 17:30;150
2015-05-31 18:00;164
2015-05-31 18:30;168
2015-05-31 19:00;163
2015-05-31 19:30;166
2015-05-31 20:00;166
2015-05-31 20:30;166
2015-05-31 21:00;171
2015-05-31 21:30;167
2015-05-31 22:00;166
2015-05-31 22:30;173
2015-05-31 23:00;162
2015-05-31 23:30;164
2015-06-01 00:00;163
2015-06-01 00:30;164
2015-06-01 01:00;173
2015-06-01 01:30;169
2015-06-01 02:00;165
2015-06-01 02:30;163
2015-06-01 03:00;168
2015-06-01 03:30;168
2015-06-01 04:00;173
2015-06-01 04:30;164
2015-06-01 05:00;164
2015-06-01 05:30;162
2015-06-01 06:00;173
2015-06-01 06:30;199
2015-06-01 07:00;220
2015-06-01 07:30;264
2015-06-01 08:00;331
2015-06-01 08:30;368
2015-06-01 09:00;367
2015-06-01 09:30;375
2015-06-01 10:00;354
2015-06-01 10:30;337
2015-06-01 11:00;332
2015-06-01 11:30;336
2015-06-01 12:00;342
2015-06-01 12:30;350
2015-06-01 13:00;355
2015-06-01 13:30;337
2015-06-01 14:00;340
2015-06-01 14:30;327
2015-06-01 15:00;324
2015-06-01 15:30;304
2015-06-01 16:00;283
2015-06-01 16:30;261
2015-06-01 17:00;229
2015-06-01 17:30;211
2015-06-01 18:00;207
2015-06-01 18:30;199
2015-06-01 19:00;184
2015-06-01 19:30;179
2015-06-01 20:00;188
2015-06-01 20:30;183
2015-06-01 21:00;172
2015-06-01 21:30;177
2015-06-01 22:00;171
2015-06-01 22:30;166
2015-06-01 23:00;162
2015-06-01 23:30;162
2015-06-02 00:00;168
2015-06-02 00:30;159
2015-06-02 01:00;159
2015-06-02 01:30;165
2015-06-02 02:00;169
2015-06-02 02:30;156
2015-06-02 03:00;157
2015-06-02 03:30;165
2015-06-02 04:00;162
2015-06-02 04:30;158
2015-06-02 05:00;155
2015-06-02 05:30;160
2015-06-02 06:00;175
2015-06-02 06:30;186
2015-06-02 07:00;217
2015-06-02 07:30;254
2015-06-02 08:00;306
2015-06-02 08:30;311
2015-06-02 09:00;325
2015-06-02 09:30;349
2015-06-02 10:00;361
2015-06-02 10:30;356
2015-06-02 11:00;345
2015-06-02 11:30;346
2015-06-02 12:00;347
2015-06-02 12:30;361
2015-06-02 13:00;381
2015-06-02 13:30;370
2015-06-02 14:00;351
2015-06-02 14:30;337
2015-06-02 15:00;334
2015-06-02 15:30;316
2015-06-02 16:00;296
2015-06-02 16:30;253
2015-06-02 17:00;213
2015-06-02 17:30;198
2015-06-02 18:00;191
2015-06-02 18:30;194
2015-06-02 19:00;179
2015-06-02 19:30;172
2015-06-02 20:00;171
2015-06-02 20:30;169
2015-06-02 21:00;166
2015-06-02 21:30;167
2015-06-02 22:00;168
2015-06-02 22:30;163
2015-06-02 23:00;163
2015-06-02 23:30;161
2015-06-03 00:00;158
2015-06-03 00:30;162
2015-06-03 01:00;158
2015-06-03 01:30;161
2015-06-03 02:00;167
2015-06-03 02:30;162
2015-06-03 03:00;160
2015-06-03 03:30;160
2015-06-03 04:00;156
2015-06-03 04:30;155
2015-06-03 05:00;160
2015-06-03 05:30;158
2015-06-03 06:00;169
2015-06-03 06:30;198
2015-06-03 07:00;226
2015-06-03 07:30;259
2015-06-03 08:00;297
2015-06-03 08:30;320
2015-06-03 09:00;333
2015-06-03 09:30;352
2015-06-03 10:00;354
2015-06-03 10:30;350
2015-06-03 11:00;333
2015-06-03 11:30;331
2015-06-03 12:00;347
2015-06-03 12:30;354
2015-06-03 13:00;354
2015-06-03 13:30;349
2015-06-03 14:00;343
2015-06-03 14:30;352
2015-06-03 15:00;333
2015-06-03 15:30;312
2015-06-03 16:00;296
2015-06-03 16:30;274
2015-06-03 17:00;238
2015-06-03 17:30;204
2015-06-03 18:00;207
2015-06-03 18:30;205
2015-06-03 19:00;179
2015-06-03 19:30;174
2015-06-03 20:00;168
2015-06-03 20:30;170
2015-06-03 21:00;165
2015-06-03 21:30;162
2015-06-03 22:00;168
2015-06-03 22:30;162
2015-06-03 23:00;155
2015-06-03 23:30;154
2015-06-04 00:00;149
2015-06-04 00:30;156
2015-06-04 01:00;158
2015-06-04 01:30;156
2015-06-04 02:00;156
2015-06-04 02:30;153
2015-06-04 03:00;154
2015-06-04 03:30;158
2015-06-04 04:00;160
2015-06-04 04:30;155
2015-06-04 05:00;157
2015-06-04 05:30;156
2015-06-04 06:00;165
2015-06-04 06:30;194
2015-06-04 07:00;219
2015-06-04 07:30;263
2015-06-04 08:00;291
2015-06-04 08:30;327
2015-06-04 09:00;350
2015-06-04 09:30;375
2015-06-04 10:00;369
2015-06-04 10:30;356
2015-06-04 11:00;349
2015-06-04 11:30;354
2015-06-04 12:00;351
2015-06-04 12:30;378
2015-06-04 13:00;382
2015-06-04 13:30;366
2015-06-04 14:00;347
2015-06-04 14:30;339
2015-06-04 15:00;332
2015-06-04 15:30;313
2015-06-04 16:00;296
2015-06-04 16:30;266
2015-06-04 17:00;230
2015-06-04 17:30;217
2015-06-04 18:00;206
2015-06-04 18:30;186
2015-06-04 19:00;184
2015-06-04 19:30;181
2015-06-04 20:00;184
2015-06-04 20:30;168
2015-06-04 21:00;167
2015-06-04 21:30;174
2015-06-04 22:00;171
2015-06-04 22:30;162
2015-06-04 23:00;166
2015-06-04 23:30;162
2015-06-05 00:00;161
2015-06-05 00:30;163
2015-06-05 01:00;159
2015-06-05 01:30;163
2015-06-05 02:00;162
2015-06-05 02:30;169
2015-06-05 03:00;167
2015-06-05 03:30;164
2015-06-05 04:00;166
2015-06-05 04:30;159
2015-06-05 05:00;163
2015-06-05 05:30;169
2015-06-05 06:00;169
2015-06-05 06:30;202
2015-06-05 07:00;221
2015-06-05 07:30;261
2015-06-05 08:00;308
2015-06-05 08:30;342
2015-06-05 09:00;342
2015-06-05 09:30;351
2015-06-05 10:00;364
2015-06-05 10:30;363
2015-06-05 11:00;351
2015-06-05 11:30;371
2015-06-05 12:00;370
2015-06-05 12:30;358
2015-06-05 13:00;353
2015-06-05 13:30;348
2015-06-05 14:00;349
2015-06-05 14:30;343
2015-06-05 15:00;324
2015-06-05 15:30;314
2015-06-05 16:00;288
2015-06-05 16:30;258
2015-06-05 17:00;227
2015-06-05 17:30;205
2015-06-05 18:00;201
2015-06-05 18:30;188
2015-06-05 19:00;177
2015-06-05 19:30;177
2015-06-05 20:00;176
2015-06-05 20:30;168
2015-06-05 21:00;168
2015-06-05 21:30;164
2015-06-05 22:00;157
2015-06-05 22:30;163
2015-06-05 23:00;163
2015-06-05 23:30;162
2015-06-06 00:00;159
2015-06-06 00:30;158
2015-06-06 01:00;163
2015-06-06 01:30;165
2015-06-06 02:00;160
2015-06-06 02:30;162
2015-06-06 03:00;163
2015-06-06 03:30;166
2015-06-06 04:00;164
2015-06-06 04:30;157
2015-06-06 05:00;154
2015-06-06 05:30;162
2015-06-06 06:00;154
2015-06-06 06:30;160
2015-06-06 07:00;147
2015-06-06 07:30;142
2015-06-06 08:00;156
2015-06-06 08:30;170
2015-06-06 09:00;178
2015-06-06 09:30;171
2015-06-06 10:00;175
2015-06-06 10:30;178
2015-06-06 11:00;175
2015-06-06 11:30;173
2015-06-06 12:00;165
2015-06-06 12:30;171
2015-06-06 13:00;174
2015-06-06 13:30;186
2015-06-06 14:00;191
2015-06-06 14:30;189
2015-06-06 15:00;187
2015-06-06 15:30;184
2015-06-06 16:00;184
2015-06-06 16:30;162
2015-06-06 17:00;157
2015-06-06 17:30;150
2015-06-06 18:00;165
2015-06-06 18:30;170
2015-06-06 19:00;168
2015-06-06 19:30;166
2015-06-06 20:00;165
2015-06-06 20:30;160
2015-06-06 21:00;159
2015-06-06 21:30;158
2015-06-06 22:00;163
2015-06-06 22:30;162
2015-06-06 23:00;160
2015-06-06 23:30;163
2015-06-07 00:00;171
2015-06-07 00:30;165
2015-06-07 01:00;161
2015-06-07 01:30;164
2015-06-07 02:00;159
2015-06-07 02:30;157
2015-06-07 03:00;156
2015-06-07 03:30;159
2015-06-07 04:00;166
2015-06-07 04:30;159
2015-06-07 05:00;155
2015-06-07 05:30;163
2015-06-07 06:00;158
2015-06-07 06:30;163
2015-06-07 07:00;146
2015-06-07 07:30;135
2015-06-07 08:00;143
2015-06-07 08:30;139
2015-06-07 09:00;137
2015-06-07 09:30;135
2015-06-07 10:00;147
2015-06-07 10:30;141
2015-06-07 11:00;142
2015-06-07 11:30;142
2015-06-07 12:00;151
2015-06-07 12:30;147
2015-06-07 13:00;144
2015-06-07 13:30;147
2015-06-07 14:00;145
2015-06-07 14:30;148
2015-06-07 15:00;149
2015-06-07 15:30;144
2015-06-07 16:00;149
2015-06-07 16:30;150
2015-06-07 17:00;145
2015-06-07 17:30;146
2015-06-07 18:00;156
2015-06-07 18:30;165
2015-06-07 19:00;164
2015-06-07 19:30;169
2015-06-07 20:00;170
2015-06-07 20:30;166
2015-06-07 21:00;163
2015-06-07 21:30;168
2015-06-07 22:00;176
2015-06-07 22:30;165
2015-06-07 23:00;166
2015-06-07 23:30;163
2015-06-08 00:00;164
2015-06-08 00:30;166
2015-06-08 01:00;162
2015-06-08 01:30;160
2015-06-08 02:00;162
2015-06-08 02:30;162
2015-06-08 03:00;156
2015-06-08 03:30;159
2015-06-08 04:00;163
2015-06-08 04:30;159
2015-06-08 05:00;160
2015-06-08 05:30;159
2015-06-08 06:00;168
2015-06-08 06:30;194
2015-06-08 07:00;227
2015-06-08 07:30;271
2015-06-08 08:00;319
2015-06-08 08:30;372
2015-06-08 09:00;376
2015-06-08 09:30;394
2015-06-08 10:00;392
2015-06-08 10:30;402
2015-06-08 11:00;428
2015-06-08 11:30;428
2015-06-08 12:00;422
2015-06-08 12:30;413
2015-06-08 13:00;413
2015-06-08 13:30;400
2015-06-08 14:00;401
2015-06-08 14:30;399
2015-06-08 15:00;374
2015-06-08 15:30;355
2015-06-08 16:00;326
2015-06-08 16:30;296
2015-06-08 17:00;240
2015-06-08 17:30;215
2015-06-08 18:00;202
2015-06-08 18:30;199
2015-06-08 19:00;185
2015-06-08 19:30;181
2015-06-08 20:00;180
2015-06-08 20:30;178
2015-06-08 21:00;175
2015-06-08 21:30;170
2015-06-08 22:00;173
2015-06-08 22:30;175
2015-06-08 23:00;177
2015-06-08 23:30;178
2015-06-09 00:00;174
2015-06-09 00:30;171
2015-06-09 01:00;169
2015-06-09 01:30;171
2015-06-09 02:00;180
2015-06-09 02:30;166
2015-06-09 03:00;161
2015-06-09 03:30;160
2015-06-09 04:00;162
2015-06-09 04:30;166
2015-06-09 05:00;171
2015-06-09 05:30;172
2015-06-09 06:00;182
2015-06-09 06:30;203
2015-06-09 07:00;249
2015-06-09 07:30;317
2015-06-09 08:00;375
2015-06-09 08:30;442
2015-06-09 09:00;487
2015-06-09 09:30;439
2015-06-09 10:00;431
2015-06-09 10:30;420
2015-06-09 11:00;436
2015-06-09 11:30;426
2015-06-09 12:00;429
2015-06-09 12:30;444
2015-06-09 13:00;446
2015-06-09 13:30;431
2015-06-09 14:00;407
2015-06-09 14:30;399
2015-06-09 15:00;383
2015-06-09 15:30;348
2015-06-09 16:00;318
2015-06-09 16:30;295
2015-06-09 17:00;262
2015-06-09 17:30;237
2015-06-09 18:00;231
2015-06-09 18:30;232
2015-06-09 19:00;251
2015-06-09 19:30;240
2015-06-09 20:00;236
2015-06-09 20:30;237
2015-06-09 21:00;229
2015-06-09 21:30;225
2015-06-09 22:00;226
2015-06-09 22:30;217
2015-06-09 23:00;212
2015-06-09 23:30;217
2015-06-10 00:00;212
2015-06-10 00:30;216
2015-06-10 01:00;213
2015-06-10 01:30;214
2015-06-10 02:00;212
2015-06-10 02:30;212
2015-06-10 03:00;219
2015-06-10 03:30;213
2015-06-10 04:00;208
2015-06-10 04:30;211
2015-06-10 05:00;213
2015-06-10 05:30;213
2015-06-10 06:00;225
2015-06-10 06:30;244
2015-06-10 07:00;295
2015-06-10 07:30;344
2015-06-10 08:00;381
2015-06-10 08:30;396
2015-06-10 09:00;406
2015-06-10 09:30;422
2015-06-10 10:00;432
2015-06-10 10:30;430
2015-06-10 11:00;428
2015-06-10 11:30;421
2015-06-10 12:00;427
2015-06-10 12:30;413
2015-06-10 13:00;397
2015-06-10 13:30;409
2015-06-10 14:00;384
2015-06-10 14:30;380
2015-06-10 15:00;367
2015-06-10 15:30;345
2015-06-10 16:00;299
2015-06-10 16:30;269
2015-06-10 17:00;237
2015-06-10 17:30;202
2015-06-10 18:00;200
2015-06-10 18:30;197
2015-06-10 19:00;199
2015-06-10 19:30;198
2015-06-10 20:00;205
2015-06-10 20:30;200
2015-06-10 21:00;190
2015-06-10 21:30;192
2015-06-10 22:00;190
2015-06-10 22:30;191
2015-06-10 23:00;191
2015-06-10 23:30;185
2015-06-11 00:00;185
2015-06-11 00:30;186
2015-06-11 01:00;190
2015-06-11 01:30;188
2015-06-11 02:00;186
2015-06-11 02:30;187
2015-06-11 03:00;194
2015-06-11 03:30;183
2015-06-11 04:00;184
2015-06-11 04:30;183
2015-06-11 05:00;182
2015-06-11 05:30;191
2015-06-11 06:00;189
2015-06-11 06:30;227
2015-06-11 07:00;269
2015-06-11 07:30;304
2015-06-11 08:00;348
2015-06-11 08:30;371
2015-06-11 09:00;391
2015-06-11 09:30;402
2015-06-11 10:00;409
2015-06-11 10:30;414
2015-06-11 11:00;405
2015-06-11 11:30;406
2015-06-11 12:00;397
2015-06-11 12:30;397
2015-06-11 13:00;388
2015-06-11 13:30;374
2015-06-11 14:00;368
2015-06-11 14:30;370
2015-06-11 15:00;373
2015-06-11 15:30;361
2015-06-11 16:00;338
2015-06-11 16:30;286
2015-06-11 17:00;249
2015-06-11 17:30;216
2015-06-11 18:00;220
2015-06-11 18:30;203
2015-06-11 19:00;193
2015-06-11 19:30;176
2015-06-11 20:00;174
2015-06-11 20:30;173
2015-06-11 21:00;163
2015-06-11 21:30;161
2015-06-11 22:00;161
2015-06-11 22:30;172
2015-06-11 23:00;166
2015-06-11 23:30;162
2015-06-12 00:00;159
2015-06-12 00:30;164
2015-06-12 01:00;166
2015-06-12 01:30;159
2015-06-12 02:00;158
2015-06-12 02:30;163
2015-06-12 03:00;166
2015-06-12 03:30;162
2015-06-12 04:00;155
2015-06-12 04:30;155
2015-06-12 05:00;158
2015-06-12 05:30;160
2015-06-12 06:00;168
2015-06-12 06:30;210
2015-06-12 07:00;257
2015-06-12 07:30;295
2015-06-12 08:00;340
2015-06-12 08:30;361
2015-06-12 09:00;399
2015-06-12 09:30;403
2015-06-12 10:00;398
2015-06-12 10:30;399
2015-06-12 11:00;388
2015-06-12 11:30;384
2015-06-12 12:00;362
2015-06-12 12:30;378
2015-06-12 13:00;371
2015-06-12 13:30;367
2015-06-12 14:00;363
2015-06-12 14:30;342
2015-06-12 15:00;339
2015-06-12 15:30;328
2015-06-12 16:00;280
2015-06-12 16:30;237
2015-06-12 17:00;206
2015-06-12 17:30;189
2015-06-12 18:00;194
2015-06-12 18:30;195
2015-06-12 19:00;178
2015-06-12 19:30;172
2015-06-12 20:00;174
2015-06-12 20:30;164
2015-06-12 21:00;162
2015-06-12 21:30;162
2015-06-12 22:00;161
2015-06-12 22:30;162
2015-06-12 23:00;164
2015-06-12 23:30;159
2015-06-13 00:00;158
2015-06-13 00:30;163
2015-06-13 01:00;162
2015-06-13 01:30;156
2015-06-13 02:00;159
